target	taxa
ViPhOG12952.faa	Schizotequatrovirus
ViPhOG11824.faa	Slopekvirus
ViPhOG22691.faa	Kayvirus
ViPhOG11805.faa	Slopekvirus
ViPhOG2734.faa	Whispovirus
ViPhOG13833.faa	Saphexavirus
ViPhOG21761.faa	Pecentumvirus
ViPhOG22700.faa	Kayvirus
ViPhOG15715.faa	Fishburnevirus
ViPhOG28835.faa	Seunavirus
ViPhOG24369.faa	Bidensovirus
ViPhOG11952.faa	Slopekvirus
ViPhOG4734.faa	Varicellovirus
ViPhOG18946.faa	Pandoravirus
ViPhOG4131.faa	Muromegalovirus
ViPhOG29726.faa	Alcyoneusvirus
ViPhOG3478.faa	Avipoxvirus
ViPhOG13222.faa	Mimivirus
ViPhOG23655.faa	Vequintavirus
ViPhOG8222.faa	Mimivirus
ViPhOG9637.faa	Alphabaculovirus
ViPhOG17986.faa	Gamaleyavirus
ViPhOG14218.faa	Fromanvirus
ViPhOG11286.faa	Unaquatrovirus
ViPhOG4068.faa	Muromegalovirus
ViPhOG18169.faa	Cequinquevirus
ViPhOG30645.faa	Betaentomopoxvirus
ViPhOG20258.faa	Marseillevirus
ViPhOG15861.faa	Rosebushvirus
ViPhOG11958.faa	Slopekvirus
ViPhOG18283.faa	Proboscivirus
ViPhOG2228.faa	Whispovirus
ViPhOG19470.faa	Pandoravirus
ViPhOG15851.faa	Rosebushvirus
ViPhOG20968.faa	Sicinivirus
ViPhOG13687.faa	Mardivirus
ViPhOG2371.faa	Whispovirus
ViPhOG28105.faa	Dhillonvirus
ViPhOG7781.faa	Mimivirus
ViPhOG1167.faa	Polerovirus
ViPhOG24440.faa	Teseptimavirus
ViPhOG9786.faa	Alphabaculovirus
ViPhOG15852.faa	Rosebushvirus
ViPhOG28268.faa	Limestonevirus
ViPhOG1524.faa	Orthopoxvirus
ViPhOG8890.faa	Cytomegalovirus
ViPhOG21978.faa	Corndogvirus
ViPhOG20996.faa	Agatevirus
ViPhOG2943.faa	Betanudivirus
ViPhOG21949.faa	Corndogvirus
ViPhOG2120.faa	Whispovirus
ViPhOG14122.faa	Omegavirus
ViPhOG15833.faa	Rosebushvirus
ViPhOG23538.faa	Mosigvirus
ViPhOG24468.faa	Slopekvirus
ViPhOG16267.faa	Alphabaculovirus
ViPhOG23804.faa	Tinduovirus
ViPhOG12030.faa	Bruynoghevirus
ViPhOG13028.faa	Schizotequatrovirus
ViPhOG29417.faa	Bastillevirus
ViPhOG18114.faa	Rogunavirus
ViPhOG13169.faa	Mimivirus
ViPhOG23197.faa	Pagevirus
ViPhOG11679.faa	Muromegalovirus
ViPhOG28791.faa	Seunavirus
ViPhOG23802.faa	Tinduovirus
ViPhOG13767.faa	Webervirus
ViPhOG22814.faa	Moonvirus
ViPhOG8798.faa	Pecentumvirus
ViPhOG23612.faa	Vequintavirus
ViPhOG7021.faa	Mimivirus
ViPhOG8665.faa	Pecentumvirus
ViPhOG11235.faa	Parapoxvirus
ViPhOG11849.faa	Slopekvirus
ViPhOG9386.faa	Mardivirus
ViPhOG4162.faa	Muromegalovirus
ViPhOG11231.faa	Parapoxvirus
ViPhOG4133.faa	Muromegalovirus
ViPhOG22704.faa	Sepunavirus
ViPhOG11917.faa	Slopekvirus
ViPhOG23015.faa	Kuravirus
ViPhOG22455.faa	Parapoxvirus
ViPhOG23709.faa	Vequintavirus
ViPhOG27725.faa	Pecentumvirus
ViPhOG27135.faa	Bicaudavirus
ViPhOG24890.faa	Nankokuvirus
ViPhOG20329.faa	Marseillevirus
ViPhOG1781.faa	Mardivirus
ViPhOG24774.faa	Pakpunavirus
ViPhOG27071.faa	Kayvirus
ViPhOG25942.faa	Yatapoxvirus
ViPhOG23691.faa	Vequintavirus
ViPhOG2243.faa	Whispovirus
ViPhOG26536.faa	Zindervirus
ViPhOG15882.faa	Pipefishvirus
ViPhOG11735.faa	Totivirus
ViPhOG15278.faa	Mimivirus
ViPhOG30395.faa	Seoulvirus
ViPhOG2199.faa	Whispovirus
ViPhOG13193.faa	Mimivirus
ViPhOG29495.faa	Bastillevirus
ViPhOG23569.faa	Vequintavirus
ViPhOG8135.faa	Mimivirus
ViPhOG27666.faa	Zindervirus
ViPhOG20432.faa	Marseillevirus
ViPhOG22471.faa	Parapoxvirus
ViPhOG11800.faa	Slopekvirus
ViPhOG20585.faa	Mimivirus
ViPhOG22858.faa	Muromegalovirus
ViPhOG15496.faa	Mimivirus
ViPhOG28093.faa	Dhillonvirus
ViPhOG21782.faa	Pecentumvirus
ViPhOG8220.faa	Mimivirus
ViPhOG8887.faa	Cytomegalovirus
ViPhOG22070.faa	Seunavirus
ViPhOG8776.faa	Pecentumvirus
ViPhOG12014.faa	Bruynoghevirus
ViPhOG11295.faa	Limdunavirus
ViPhOG14747.faa	Fromanvirus
ViPhOG22274.faa	Omegavirus
ViPhOG11918.faa	Slopekvirus
ViPhOG13376.faa	Teseptimavirus
ViPhOG1830.faa	Mardivirus
ViPhOG2435.faa	Ranavirus
ViPhOG2230.faa	Whispovirus
ViPhOG15856.faa	Rosebushvirus
ViPhOG4764.faa	Varicellovirus
ViPhOG1429.faa	Rhadinovirus
ViPhOG14173.faa	Kostyavirus
ViPhOG20864.faa	Gelderlandvirus
ViPhOG4067.faa	Muromegalovirus
ViPhOG18044.faa	Andromedavirus
ViPhOG11848.faa	Slopekvirus
ViPhOG13375.faa	Teseptimavirus
ViPhOG4141.faa	Muromegalovirus
ViPhOG22098.faa	Thetaarterivirus
ViPhOG11831.faa	Slopekvirus
ViPhOG30148.faa	Kayvirus
ViPhOG19567.faa	Pandoravirus
ViPhOG11960.faa	Slopekvirus
ViPhOG14757.faa	Omegavirus
ViPhOG23539.faa	Mosigvirus
ViPhOG13379.faa	Teseptimavirus
ViPhOG18903.faa	Pandoravirus
ViPhOG7848.faa	Mimivirus
ViPhOG24872.faa	Nankokuvirus
ViPhOG11904.faa	Slopekvirus
ViPhOG26742.faa	Biquartavirus
ViPhOG25301.faa	Chlorovirus
ViPhOG27526.faa	Coopervirus
ViPhOG23660.faa	Vequintavirus
ViPhOG24736.faa	Pakpunavirus
ViPhOG26457.faa	Fromanvirus
ViPhOG15917.faa	Pipefishvirus
ViPhOG29201.faa	Certrevirus
ViPhOG27361.faa	Alphaendornavirus
ViPhOG6497.faa	Mardivirus
ViPhOG3487.faa	Avipoxvirus
ViPhOG3160.faa	Alphabaculovirus
ViPhOG25014.faa	Orthohepadnavirus
ViPhOG18573.faa	Siminovitchvirus
ViPhOG1252.faa	Protobacilladnavirus
ViPhOG9789.faa	Alphabaculovirus
ViPhOG23775.faa	Tinduovirus
ViPhOG22316.faa	Fromanvirus
ViPhOG20895.faa	Moonvirus
ViPhOG24469.faa	Slopekvirus
ViPhOG17957.faa	Gamaleyavirus
ViPhOG16284.faa	Alphabaculovirus
ViPhOG15780.faa	Iltovirus
ViPhOG22682.faa	Fromanvirus
ViPhOG2116.faa	Whispovirus
ViPhOG19649.faa	Tequintavirus
ViPhOG22723.faa	Nonagvirus
ViPhOG11880.faa	Slopekvirus
ViPhOG17603.faa	Mimivirus
ViPhOG2385.faa	Whispovirus
ViPhOG4117.faa	Muromegalovirus
ViPhOG7282.faa	Mimivirus
ViPhOG6592.faa	Megalocytivirus
ViPhOG13960.faa	Omegavirus
ViPhOG4169.faa	Muromegalovirus
ViPhOG2136.faa	Whispovirus
ViPhOG16434.faa	Alphavirus
ViPhOG16292.faa	Alphabaculovirus
ViPhOG16402.faa	Fromanvirus
ViPhOG27676.faa	Alphanudivirus
ViPhOG19468.faa	Pandoravirus
ViPhOG24363.faa	Acadianvirus
ViPhOG6990.faa	Mimivirus
ViPhOG15846.faa	Rosebushvirus
ViPhOG29416.faa	Bastillevirus
ViPhOG3434.faa	Avipoxvirus
ViPhOG13203.faa	Mimivirus
ViPhOG19785.faa	Sepunavirus
ViPhOG20379.faa	Marseillevirus
ViPhOG28757.faa	Chloriridovirus
ViPhOG12038.faa	Bruynoghevirus
ViPhOG12704.faa	Friunavirus
ViPhOG18747.faa	Bronvirus
ViPhOG20218.faa	Marseillevirus
ViPhOG24612.faa	Dhakavirus
ViPhOG10583.faa	Fletchervirus
ViPhOG24574.faa	Slopekvirus
ViPhOG18060.faa	Andromedavirus
ViPhOG11895.faa	Slopekvirus
ViPhOG31013.faa	Efquatrovirus
ViPhOG2242.faa	Whispovirus
ViPhOG22450.faa	Parapoxvirus
ViPhOG13849.faa	Saphexavirus
ViPhOG19310.faa	Pandoravirus
ViPhOG2109.faa	Whispovirus
ViPhOG15389.faa	Mimivirus
ViPhOG10105.faa	Ranavirus
ViPhOG12405.faa	Brujitavirus
ViPhOG11452.faa	Betabaculovirus
ViPhOG16303.faa	Drulisvirus
ViPhOG2650.faa	Whispovirus
ViPhOG8103.faa	Mimivirus
ViPhOG2232.faa	Whispovirus
ViPhOG3644.faa	Teseptimavirus
ViPhOG22692.faa	Kayvirus
ViPhOG6553.faa	Megalocytivirus
ViPhOG17736.faa	Mimivirus
ViPhOG1804.faa	Mardivirus
ViPhOG3820.faa	Asfivirus
ViPhOG19209.faa	Pandoravirus
ViPhOG1271.faa	Mastadenovirus
ViPhOG9639.faa	Alphabaculovirus
ViPhOG4019.faa	Muromegalovirus
ViPhOG23799.faa	Tinduovirus
ViPhOG19761.faa	Fromanvirus
ViPhOG18743.faa	Bronvirus
ViPhOG12016.faa	Bruynoghevirus
ViPhOG30173.faa	Cequinquevirus
ViPhOG22212.faa	Ephemerovirus
ViPhOG4763.faa	Varicellovirus
ViPhOG29166.faa	Certrevirus
ViPhOG8170.faa	Mimivirus
ViPhOG11878.faa	Slopekvirus
ViPhOG29043.faa	Wphvirus
ViPhOG2088.faa	Whispovirus
ViPhOG11217.faa	Parapoxvirus
ViPhOG3900.faa	Asfivirus
ViPhOG13206.faa	Mimivirus
ViPhOG19324.faa	Pandoravirus
ViPhOG6825.faa	Mimivirus
ViPhOG21786.faa	Asfivirus
ViPhOG6824.faa	Mimivirus
ViPhOG13081.faa	Kuravirus
ViPhOG3789.faa	Asfivirus
ViPhOG21741.faa	Jedunavirus
ViPhOG29614.faa	Bequatrovirus
ViPhOG23791.faa	Getseptimavirus
ViPhOG11872.faa	Slopekvirus
ViPhOG9609.faa	Alphabaculovirus
ViPhOG14134.faa	Omegavirus
ViPhOG10614.faa	Fletchervirus
ViPhOG11925.faa	Slopekvirus
ViPhOG29613.faa	Bequatrovirus
ViPhOG27842.faa	Kuravirus
ViPhOG23680.faa	Vequintavirus
ViPhOG6660.faa	Varicellovirus
ViPhOG23211.faa	Pagevirus
ViPhOG22311.faa	Mivirus
ViPhOG3490.faa	Avipoxvirus
ViPhOG2234.faa	Whispovirus
ViPhOG2231.faa	Whispovirus
ViPhOG15090.faa	Mimivirus
ViPhOG7562.faa	Mimivirus
ViPhOG23247.faa	Slashvirus
ViPhOG28176.faa	Dhillonvirus
ViPhOG11838.faa	Slopekvirus
ViPhOG5750.faa	Inhavirus
ViPhOG29321.faa	Homburgvirus
ViPhOG21635.faa	Phietavirus
ViPhOG27042.faa	Tunavirus
ViPhOG12027.faa	Bruynoghevirus
ViPhOG24293.faa	Phikmvvirus
ViPhOG26986.faa	Lessievirus
ViPhOG30514.faa	Gelderlandvirus
ViPhOG4087.faa	Muromegalovirus
ViPhOG13041.faa	Schizotequatrovirus
ViPhOG30955.faa	Bequatrovirus
ViPhOG3982.faa	Muromegalovirus
ViPhOG8719.faa	Pecentumvirus
ViPhOG12707.faa	Friunavirus
ViPhOG1712.faa	Orthopoxvirus
ViPhOG13809.faa	Webervirus
ViPhOG19967.faa	Limnipivirus
ViPhOG15869.faa	Rosebushvirus
ViPhOG9893.faa	Salasvirus
ViPhOG13958.faa	Omegavirus
ViPhOG11806.faa	Slopekvirus
ViPhOG24333.faa	Bignuzvirus
ViPhOG22649.faa	Gaprivervirus
ViPhOG17681.faa	Mimivirus
ViPhOG2370.faa	Whispovirus
ViPhOG4127.faa	Muromegalovirus
ViPhOG17600.faa	Mimivirus
ViPhOG16543.faa	Litunavirus
ViPhOG3796.faa	Asfivirus
ViPhOG19762.faa	Kayvirus
ViPhOG13350.faa	Teseptimavirus
ViPhOG23251.faa	Slashvirus
ViPhOG4814.faa	Avunavirus
ViPhOG4107.faa	Muromegalovirus
ViPhOG11955.faa	Slopekvirus
ViPhOG15561.faa	Mimivirus
ViPhOG29518.faa	Bastillevirus
ViPhOG10736.faa	Ostreavirus
ViPhOG24568.faa	Vequintavirus
ViPhOG3497.faa	Avipoxvirus
ViPhOG18103.faa	Andromedavirus
ViPhOG20515.faa	Fromanvirus
ViPhOG1860.faa	Detrevirus
ViPhOG19982.faa	Saphexavirus
ViPhOG15266.faa	Mimivirus
ViPhOG4263.faa	Cyprinivirus
ViPhOG15037.faa	Prasinovirus
ViPhOG23212.faa	Pagevirus
ViPhOG15416.faa	Mimivirus
ViPhOG24891.faa	Nankokuvirus
ViPhOG23954.faa	Emdodecavirus
ViPhOG25535.faa	Atadenovirus
ViPhOG12073.faa	Alphabaculovirus
ViPhOG17738.faa	Mimivirus
ViPhOG19997.faa	Saphexavirus
ViPhOG29467.faa	Bastillevirus
ViPhOG22123.faa	Cyprinivirus
ViPhOG10558.faa	Fletchervirus
ViPhOG17047.faa	Ascovirus
ViPhOG27537.faa	Tulanevirus
ViPhOG17692.faa	Mimivirus
ViPhOG1749.faa	Mardivirus
ViPhOG27120.faa	Gammabaculovirus
ViPhOG2613.faa	Whispovirus
ViPhOG17066.faa	Ascovirus
ViPhOG30525.faa	Gelderlandvirus
ViPhOG6596.faa	Megalocytivirus
ViPhOG1711.faa	Orthopoxvirus
ViPhOG14563.faa	Bongovirus
ViPhOG6055.faa	Iteradensovirus
ViPhOG10573.faa	Fletchervirus
ViPhOG18513.faa	Siminovitchvirus
ViPhOG22103.faa	Thetaarterivirus
ViPhOG3524.faa	Avipoxvirus
ViPhOG6594.faa	Megalocytivirus
ViPhOG1477.faa	Orthopoxvirus
ViPhOG29431.faa	Bastillevirus
ViPhOG11300.faa	Unaquatrovirus
ViPhOG15537.faa	Mimivirus
ViPhOG1463.faa	Vesivirus
ViPhOG9674.faa	Polerovirus
ViPhOG23547.faa	Mosigvirus
ViPhOG4072.faa	Muromegalovirus
ViPhOG22056.faa	Fromanvirus
ViPhOG8729.faa	Pecentumvirus
ViPhOG20339.faa	Marseillevirus
ViPhOG9005.faa	Cytomegalovirus
ViPhOG18975.faa	Pandoravirus
ViPhOG24597.faa	Slopekvirus
ViPhOG14842.faa	Cheoctovirus
ViPhOG8982.faa	Cytomegalovirus
ViPhOG30600.faa	Caeruleovirus
ViPhOG23887.faa	Kochikohdavirus
ViPhOG8430.faa	Megalocytivirus
ViPhOG18028.faa	Andromedavirus
ViPhOG18375.faa	Proboscivirus
ViPhOG26974.faa	Lessievirus
ViPhOG14538.faa	Bongovirus
ViPhOG19115.faa	Pandoravirus
ViPhOG16368.faa	Rhadinovirus
ViPhOG29502.faa	Bastillevirus
ViPhOG25901.faa	Betaentomopoxvirus
ViPhOG10550.faa	Fletchervirus
ViPhOG29558.faa	Bequatrovirus
ViPhOG18450.faa	Slashvirus
ViPhOG14424.faa	Omegavirus
ViPhOG17606.faa	Mimivirus
ViPhOG29499.faa	Bastillevirus
ViPhOG24858.faa	Nankokuvirus
ViPhOG3981.faa	Muromegalovirus
ViPhOG17364.faa	Mimivirus
ViPhOG20396.faa	Marseillevirus
ViPhOG11299.faa	Unaquatrovirus
ViPhOG918.faa	Tepovirus
ViPhOG2154.faa	Whispovirus
ViPhOG16091.faa	Tsarbombavirus
ViPhOG30599.faa	Caeruleovirus
ViPhOG3498.faa	Avipoxvirus
ViPhOG20893.faa	Karamvirus
ViPhOG4225.faa	Cyprinivirus
ViPhOG24471.faa	Titanvirus
ViPhOG15191.faa	Mimivirus
ViPhOG17200.faa	Alphabaculovirus
ViPhOG3392.faa	Avipoxvirus
ViPhOG30967.faa	Bequatrovirus
ViPhOG27816.faa	Prasinovirus
ViPhOG30596.faa	Caeruleovirus
ViPhOG25760.faa	Betabaculovirus
ViPhOG27223.faa	Coetzeevirus
ViPhOG22652.faa	Gaprivervirus
ViPhOG17173.faa	Alphabaculovirus
ViPhOG28859.faa	Seunavirus
ViPhOG18564.faa	Siminovitchvirus
ViPhOG1532.faa	Orthopoxvirus
ViPhOG23074.faa	Kuravirus
ViPhOG10522.faa	Fletchervirus
ViPhOG24896.faa	Nankokuvirus
ViPhOG26611.faa	Krischvirus
ViPhOG8154.faa	Mimivirus
ViPhOG12963.faa	Schizotequatrovirus
ViPhOG15245.faa	Mimivirus
ViPhOG8938.faa	Cytomegalovirus
ViPhOG24438.faa	Betabaculovirus
ViPhOG26310.faa	Timquatrovirus
ViPhOG17733.faa	Mimivirus
ViPhOG3631.faa	Teseptimavirus
ViPhOG3463.faa	Avipoxvirus
ViPhOG28063.faa	Okubovirus
ViPhOG28842.faa	Seunavirus
ViPhOG19204.faa	Pandoravirus
ViPhOG15545.faa	Mimivirus
ViPhOG26626.faa	Krischvirus
ViPhOG6293.faa	Varicellovirus
ViPhOG30643.faa	Betaentomopoxvirus
ViPhOG22755.faa	Carlavirus
ViPhOG30949.faa	Bequatrovirus
ViPhOG13050.faa	Schizotequatrovirus
ViPhOG23000.faa	Kuravirus
ViPhOG15148.faa	Mimivirus
ViPhOG15616.faa	Iltovirus
ViPhOG10094.faa	Deltacoronavirus
ViPhOG7020.faa	Mimivirus
ViPhOG18458.faa	Slashvirus
ViPhOG4229.faa	Cyprinivirus
ViPhOG20246.faa	Marseillevirus
ViPhOG15358.faa	Mimivirus
ViPhOG19221.faa	Pandoravirus
ViPhOG29425.faa	Bastillevirus
ViPhOG29438.faa	Bastillevirus
ViPhOG18372.faa	Proboscivirus
ViPhOG15663.faa	Iltovirus
ViPhOG18506.faa	Siminovitchvirus
ViPhOG18023.faa	Andromedavirus
ViPhOG9400.faa	Mardivirus
ViPhOG9889.faa	Salasvirus
ViPhOG13275.faa	Phikzvirus
ViPhOG19213.faa	Pandoravirus
ViPhOG23277.faa	Slashvirus
ViPhOG26690.faa	Krischvirus
ViPhOG13035.faa	Schizotequatrovirus
ViPhOG7368.faa	Mimivirus
ViPhOG18079.faa	Andromedavirus
ViPhOG2354.faa	Whispovirus
ViPhOG26708.faa	Krischvirus
ViPhOG26849.faa	Eneladusvirus
ViPhOG16432.faa	Cytomegalovirus
ViPhOG13176.faa	Mimivirus
ViPhOG8136.faa	Mimivirus
ViPhOG9880.faa	Muromegalovirus
ViPhOG19192.faa	Pandoravirus
ViPhOG8889.faa	Cytomegalovirus
ViPhOG9823.faa	Orthopoxvirus
ViPhOG21687.faa	Cheoctovirus
ViPhOG25666.faa	Alphaentomopoxvirus
ViPhOG10633.faa	Fletchervirus
ViPhOG29128.faa	Certrevirus
ViPhOG18766.faa	Bronvirus
ViPhOG8467.faa	Lambdapapillomavirus
ViPhOG23208.faa	Pagevirus
ViPhOG15334.faa	Mimivirus
ViPhOG6456.faa	Alphatectivirus
ViPhOG26088.faa	Betalipothrixvirus
ViPhOG13004.faa	Schizotequatrovirus
ViPhOG6808.faa	Mastadenovirus
ViPhOG18809.faa	Helsingorvirus
ViPhOG28810.faa	Seunavirus
ViPhOG2338.faa	Whispovirus
ViPhOG23027.faa	Kuravirus
ViPhOG23425.faa	Gordtnkvirus
ViPhOG29437.faa	Bastillevirus
ViPhOG26314.faa	Timquatrovirus
ViPhOG23881.faa	Kochikohdavirus
ViPhOG18502.faa	Siminovitchvirus
ViPhOG2265.faa	Whispovirus
ViPhOG13857.faa	Saphexavirus
ViPhOG20082.faa	Marseillevirus
ViPhOG15757.faa	Alphabaculovirus
ViPhOG11309.faa	Unaquatrovirus
ViPhOG19169.faa	Pandoravirus
ViPhOG25812.faa	Betabaculovirus
ViPhOG17060.faa	Ascovirus
ViPhOG30197.faa	Caeruleovirus
ViPhOG23966.faa	Emdodecavirus
ViPhOG15379.faa	Mimivirus
ViPhOG8312.faa	Mimivirus
ViPhOG19102.faa	Pandoravirus
ViPhOG20680.faa	Alphabaculovirus
ViPhOG7770.faa	Mimivirus
ViPhOG22757.faa	Carlavirus
ViPhOG24860.faa	Nankokuvirus
ViPhOG8981.faa	Cytomegalovirus
ViPhOG3648.faa	Teseptimavirus
ViPhOG14588.faa	Bongovirus
ViPhOG26673.faa	Krischvirus
ViPhOG17077.faa	Ascovirus
ViPhOG23194.faa	Slashvirus
ViPhOG3139.faa	Alphabaculovirus
ViPhOG22417.faa	Enhodamvirus
ViPhOG2342.faa	Whispovirus
ViPhOG18901.faa	Pandoravirus
ViPhOG3508.faa	Avipoxvirus
ViPhOG23086.faa	Kuravirus
ViPhOG29512.faa	Bastillevirus
ViPhOG17161.faa	Alphabaculovirus
ViPhOG28522.faa	Nankokuvirus
ViPhOG15678.faa	Iltovirus
ViPhOG24845.faa	Nankokuvirus
ViPhOG29490.faa	Bastillevirus
ViPhOG22135.faa	Betabaculovirus
ViPhOG9856.faa	Leporipoxvirus
ViPhOG29485.faa	Bastillevirus
ViPhOG2674.faa	Whispovirus
ViPhOG24862.faa	Nankokuvirus
ViPhOG19442.faa	Pandoravirus
ViPhOG19061.faa	Pandoravirus
ViPhOG23004.faa	Kuravirus
ViPhOG9182.faa	Aphthovirus
ViPhOG28801.faa	Seunavirus
ViPhOG10748.faa	Ostreavirus
ViPhOG20217.faa	Marseillevirus
ViPhOG13318.faa	Phikzvirus
ViPhOG23268.faa	Slashvirus
ViPhOG27817.faa	Prasinovirus
ViPhOG11263.faa	Mastadenovirus
ViPhOG25772.faa	Betabaculovirus
ViPhOG8898.faa	Cytomegalovirus
ViPhOG7758.faa	Mimivirus
ViPhOG10537.faa	Fletchervirus
ViPhOG23840.faa	Kochikohdavirus
ViPhOG23327.faa	Drulisvirus
ViPhOG9858.faa	Leporipoxvirus
ViPhOG22259.faa	Alphabaculovirus
ViPhOG3543.faa	Avipoxvirus
ViPhOG1510.faa	Orthopoxvirus
ViPhOG17145.faa	Alphabaculovirus
ViPhOG10208.faa	Okavirus
ViPhOG16370.faa	Rhadinovirus
ViPhOG2525.faa	Capripoxvirus
ViPhOG15287.faa	Mimivirus
ViPhOG3930.faa	Asfivirus
ViPhOG22331.faa	Prunevirus
ViPhOG2584.faa	Whispovirus
ViPhOG13335.faa	Phikzvirus
ViPhOG17119.faa	Robigovirus
ViPhOG8892.faa	Cytomegalovirus
ViPhOG26938.faa	Tulanevirus
ViPhOG22513.faa	Omegavirus
ViPhOG3421.faa	Avipoxvirus
ViPhOG1122.faa	Lymphocryptovirus
ViPhOG17546.faa	Mimivirus
ViPhOG27319.faa	Rogunavirus
ViPhOG25874.faa	Betaentomopoxvirus
ViPhOG23047.faa	Kuravirus
ViPhOG25789.faa	Betabaculovirus
ViPhOG23210.faa	Pagevirus
ViPhOG16733.faa	Tulanevirus
ViPhOG15609.faa	Iltovirus
ViPhOG6015.faa	Orthopoxvirus
ViPhOG9006.faa	Cytomegalovirus
ViPhOG12630.faa	Obolenskvirus
ViPhOG26618.faa	Krischvirus
ViPhOG183.faa	Alphapapillomavirus
ViPhOG11726.faa	Badnavirus
ViPhOG6534.faa	Megalocytivirus
ViPhOG20865.faa	Dhakavirus
ViPhOG15886.faa	Pipefishvirus
ViPhOG30975.faa	Cequinquevirus
ViPhOG18073.faa	Andromedavirus
ViPhOG18437.faa	Slashvirus
ViPhOG20641.faa	Alphabaculovirus
ViPhOG29498.faa	Bastillevirus
ViPhOG10516.faa	Fletchervirus
ViPhOG12097.faa	Alphabaculovirus
ViPhOG11762.faa	Aviadenovirus
ViPhOG11307.faa	Unaquatrovirus
ViPhOG21986.faa	Corndogvirus
ViPhOG1601.faa	Orthopoxvirus
ViPhOG15400.faa	Mimivirus
ViPhOG15112.faa	Mimivirus
ViPhOG14414.faa	Omegavirus
ViPhOG29190.faa	Certrevirus
ViPhOG23022.faa	Kuravirus
ViPhOG17009.faa	Ascovirus
ViPhOG27828.faa	Prasinovirus
ViPhOG7041.faa	Mimivirus
ViPhOG22433.faa	Alphabaculovirus
ViPhOG26305.faa	Timquatrovirus
ViPhOG23301.faa	Slashvirus
ViPhOG17019.faa	Ascovirus
ViPhOG25752.faa	Betabaculovirus
ViPhOG22811.faa	Moonvirus
ViPhOG24011.faa	Emdodecavirus
ViPhOG24495.faa	Patiencevirus
ViPhOG17149.faa	Alphabaculovirus
ViPhOG10527.faa	Fletchervirus
ViPhOG419.faa	Alphapapillomavirus
ViPhOG10582.faa	Fletchervirus
ViPhOG12947.faa	Schizotequatrovirus
ViPhOG25839.faa	Betaentomopoxvirus
ViPhOG4022.faa	Muromegalovirus
ViPhOG17941.faa	Gamaleyavirus
ViPhOG20511.faa	Mastadenovirus
ViPhOG18330.faa	Proboscivirus
ViPhOG24868.faa	Nankokuvirus
ViPhOG1728.faa	Orthopoxvirus
ViPhOG7032.faa	Mimivirus
ViPhOG17630.faa	Mimivirus
ViPhOG13084.faa	Schizotequatrovirus
ViPhOG15643.faa	Iltovirus
ViPhOG7370.faa	Mimivirus
ViPhOG2260.faa	Whispovirus
ViPhOG23984.faa	Emdodecavirus
ViPhOG29625.faa	Bequatrovirus
ViPhOG4041.faa	Muromegalovirus
ViPhOG23743.faa	Emdodecavirus
ViPhOG29414.faa	Bastillevirus
ViPhOG15540.faa	Mimivirus
ViPhOG6666.faa	Varicellovirus
ViPhOG15370.faa	Mimivirus
ViPhOG25699.faa	Avipoxvirus
ViPhOG30888.faa	Nitunavirus
ViPhOG22330.faa	Prunevirus
ViPhOG13906.faa	Varicellovirus
ViPhOG29108.faa	Certrevirus
ViPhOG29151.faa	Certrevirus
ViPhOG13114.faa	Schizotequatrovirus
ViPhOG31120.faa	Pararubulavirus
ViPhOG6478.faa	Alphatectivirus
ViPhOG8735.faa	Pecentumvirus
ViPhOG14969.faa	Bixzunavirus
ViPhOG23299.faa	Slashvirus
ViPhOG17778.faa	Mimivirus
ViPhOG10532.faa	Fletchervirus
ViPhOG17042.faa	Ascovirus
ViPhOG13986.faa	Omegavirus
ViPhOG2640.faa	Whispovirus
ViPhOG19585.faa	Pandoravirus
ViPhOG16996.faa	Ascovirus
ViPhOG30968.faa	Bequatrovirus
ViPhOG13316.faa	Phikzvirus
ViPhOG13117.faa	Schizotequatrovirus
ViPhOG10326.faa	Firehammervirus
ViPhOG18080.faa	Andromedavirus
ViPhOG29211.faa	Certrevirus
ViPhOG30954.faa	Bequatrovirus
ViPhOG11992.faa	Jerseyvirus
ViPhOG6488.faa	Mardivirus
ViPhOG989.faa	Kafunavirus
ViPhOG24894.faa	Nankokuvirus
ViPhOG6882.faa	Mimivirus
ViPhOG18562.faa	Okubovirus
ViPhOG26306.faa	Timquatrovirus
ViPhOG14834.faa	Fromanvirus
ViPhOG12622.faa	Obolenskvirus
ViPhOG15201.faa	Mimivirus
ViPhOG22134.faa	Betabaculovirus
ViPhOG30726.faa	Homburgvirus
ViPhOG15726.faa	Alphabaculovirus
ViPhOG20631.faa	Alphabaculovirus
ViPhOG26984.faa	Lessievirus
ViPhOG26567.faa	Xipdecavirus
ViPhOG22214.faa	Ephemerovirus
ViPhOG23665.faa	Vequintavirus
ViPhOG29491.faa	Bastillevirus
ViPhOG29453.faa	Bastillevirus
ViPhOG1526.faa	Orthopoxvirus
ViPhOG20419.faa	Marseillevirus
ViPhOG6914.faa	Mimivirus
ViPhOG23892.faa	Kochikohdavirus
ViPhOG12089.faa	Alphabaculovirus
ViPhOG16185.faa	Fromanvirus
ViPhOG7866.faa	Mimivirus
ViPhOG8229.faa	Mimivirus
ViPhOG28705.faa	Mapvirus
ViPhOG1568.faa	Orthopoxvirus
ViPhOG9056.faa	Macavirus
ViPhOG28841.faa	Seunavirus
ViPhOG2321.faa	Whispovirus
