target	taxa
VOG24046	Siphoviridae
VOG24047	Siphoviridae
VOG24048	Siphoviridae
VOG24049	Siphoviridae
VOG24050	Siphoviridae
VOG24051	Siphoviridae
VOG24052	Siphoviridae
VOG24053	Siphoviridae
VOG24054	Siphoviridae
VOG24055	Siphoviridae
VOG24056	Siphoviridae
VOG24057	Caudovirales
VOG24058	Siphoviridae
VOG24059	Siphoviridae
VOG24060	Siphoviridae
VOG24061	Siphoviridae
VOG24062	Siphoviridae
VOG24063	Rimavirus
VOG24064	Rimavirus
VOG24065	Rimavirus
VOG24066	Rimavirus
VOG24067	Rimavirus
VOG24068	Siphoviridae
VOG24069	Rimavirus
VOG24070	Rimavirus
VOG24071	Rimavirus
VOG24072	Rimavirus
VOG24073	Rimavirus
VOG24074	Rimavirus
VOG24075	Rimavirus
VOG24076	Rimavirus
VOG24077	Rimavirus
VOG24078	Rimavirus
VOG24079	Rimavirus
VOG24080	Anatolevirus
VOG24081	Anatolevirus
VOG24082	Anatolevirus
VOG24083	Anatolevirus
VOG24084	Anatolevirus
VOG24085	Doucettevirus
VOG24086	Doucettevirus
VOG24087	Doucettevirus
VOG24088	Inoviridae
VOG24089	Fletchervirus
VOG24090	Sugarlandvirus
VOG24091	Sugarlandvirus
VOG24092	Sugarlandvirus
VOG24093	Sugarlandvirus
VOG24094	Sugarlandvirus
VOG24095	Sugarlandvirus
VOG24096	Sugarlandvirus
VOG24097	Sugarlandvirus
VOG24098	Sugarlandvirus
VOG24099	Sugarlandvirus
VOG24100	Sugarlandvirus
VOG24101	Sugarlandvirus
VOG24102	Sugarlandvirus
VOG24103	Sugarlandvirus
VOG24104	Sugarlandvirus
VOG24105	Sugarlandvirus
VOG24106	Sugarlandvirus
VOG24107	Sugarlandvirus
VOG24108	Sugarlandvirus
VOG24109	Sugarlandvirus
VOG24110	Sugarlandvirus
VOG24111	Sugarlandvirus
VOG24112	Sugarlandvirus
VOG24113	Sugarlandvirus
VOG24114	Sugarlandvirus
VOG24115	Sugarlandvirus
VOG24116	Sugarlandvirus
VOG24117	Sugarlandvirus
VOG24118	Sugarlandvirus
VOG24119	Jedunavirus
VOG24120	Jedunavirus
VOG24121	Jedunavirus
VOG24122	Jedunavirus
VOG24123	Jedunavirus
VOG24124	Myoviridae
VOG24125	Myoviridae
VOG24126	Siphoviridae
VOG24127	Siphoviridae
VOG24128	Siphoviridae
VOG24129	Siphoviridae
VOG24130	Siphoviridae
VOG24131	Siphoviridae
VOG24132	Myoviridae
VOG24133	Myoviridae
VOG24134	Myoviridae
VOG24135	Myoviridae
VOG24136	Caudovirales
VOG24137	Nona33virus
VOG24138	Nona33virus
VOG24139	Nona33virus
VOG24140	Nona33virus
VOG24141	Nona33virus
VOG24142	Nona33virus
VOG24143	Nona33virus
VOG24144	Nona33virus
VOG24145	Nona33virus
VOG24146	Nona33virus
VOG24147	Nona33virus
VOG24148	Nona33virus
VOG24149	Nona33virus
VOG24150	Nona33virus
VOG24151	Nona33virus
VOG24152	Nona33virus
VOG24153	Nona33virus
VOG24154	Nona33virus
VOG24155	Nona33virus
VOG24156	Nona33virus
VOG24157	Nona33virus
VOG24158	Nona33virus
VOG24159	Nona33virus
VOG24160	Nona33virus
VOG24161	Nona33virus
VOG24162	Nona33virus
VOG24163	Nona33virus
VOG24164	Nona33virus
VOG24165	Nona33virus
VOG24166	Nona33virus
VOG24167	Nona33virus
VOG24168	Nona33virus
VOG24169	Nona33virus
VOG24170	Nona33virus
VOG24171	Nona33virus
VOG24172	Nona33virus
VOG24173	Nona33virus
VOG24174	Nona33virus
VOG24175	Nona33virus
VOG24176	Nona33virus
VOG24177	Nona33virus
VOG24178	Nona33virus
VOG24179	Nona33virus
VOG24180	Nona33virus
VOG24181	Nona33virus
VOG24182	Nona33virus
VOG24183	Nona33virus
VOG24184	Nona33virus
VOG24185	Nona33virus
VOG24186	Nona33virus
VOG24187	Nona33virus
VOG24188	Nona33virus
VOG24189	Nona33virus
VOG24190	Nona33virus
VOG24191	Nona33virus
VOG24192	Nona33virus
VOG24193	Nona33virus
VOG24194	Nona33virus
VOG24195	Nona33virus
VOG24196	Nona33virus
VOG24197	Nona33virus
VOG24198	Nona33virus
VOG24199	Nona33virus
VOG24200	Zindervirus
VOG24201	Siphoviridae
VOG24202	Siphoviridae
VOG24203	Siphoviridae
VOG24204	Siphoviridae
VOG24205	Siphoviridae
VOG24206	Siphoviridae
VOG24207	Siphoviridae
VOG24208	Eneladusvirus
VOG24209	Eneladusvirus
VOG24210	Eneladusvirus
VOG24211	Eneladusvirus
VOG24212	Eneladusvirus
VOG24213	Eneladusvirus
VOG24214	Eneladusvirus
VOG24215	Eneladusvirus
VOG24216	Eneladusvirus
VOG24217	Eneladusvirus
VOG24218	Eneladusvirus
VOG24219	Eneladusvirus
VOG24220	Eneladusvirus
VOG24221	Eneladusvirus
VOG24222	Eneladusvirus
VOG24223	Eneladusvirus
VOG24224	Eneladusvirus
VOG24225	Eneladusvirus
VOG24226	Eneladusvirus
VOG24227	Eneladusvirus
VOG24228	Eneladusvirus
VOG24229	Eneladusvirus
VOG24230	Eneladusvirus
VOG24231	Eneladusvirus
VOG24232	Eneladusvirus
VOG24233	Eneladusvirus
VOG24234	Siphoviridae
VOG24235	Siphoviridae
VOG24236	Siphoviridae
VOG24237	Siphoviridae
VOG24238	Obolenskvirus
VOG24239	Obolenskvirus
VOG24240	Obolenskvirus
VOG24241	Obolenskvirus
VOG24242	Obolenskvirus
VOG24243	Caudovirales
VOG24244	Caudovirales
VOG24245	Phikzvirus
VOG24246	Phikzvirus
VOG24247	Phikzvirus
VOG24248	Phikzvirus
VOG24249	Phikzvirus
VOG24250	Phikzvirus
VOG24251	Phikzvirus
VOG24252	Phikzvirus
VOG24253	Phikzvirus
VOG24254	Phikzvirus
VOG24255	Phikzvirus
VOG24256	Phikzvirus
VOG24257	Obolenskvirus
VOG24258	Nankokuvirus
VOG24265	Siphoviridae
VOG24266	Caudovirales
VOG24267	Caeruleovirus
VOG24268	Caeruleovirus
VOG24269	Caeruleovirus
VOG24270	Caeruleovirus
VOG24271	Chlamydiamicrovirus
VOG24272	Kuttervirus
VOG24273	Kuttervirus
VOG24274	Chlamydiamicrovirus
VOG24275	Myoviridae
VOG24276	Myoviridae
VOG24277	Myoviridae
VOG24278	Myoviridae
VOG24279	Myoviridae
VOG24280	Caudovirales
VOG24281	Myoviridae
VOG24282	Friunavirus
VOG24283	Samistivirus
VOG24284	Samistivirus
VOG24285	Samistivirus
VOG24286	Samistivirus
VOG24287	Samistivirus
VOG24288	Samistivirus
VOG24289	Samistivirus
VOG24290	Samistivirus
VOG24291	Siphoviridae
VOG24292	Myoviridae
VOG24293	Caudovirales
VOG24294	Siphoviridae
VOG24295	Myoviridae
VOG24296	Myoviridae
VOG24297	Myoviridae
VOG24298	Myoviridae
VOG24299	Myoviridae
VOG24300	Myoviridae
VOG24301	Myoviridae
VOG24302	Caudovirales
VOG24303	Caudovirales
VOG24304	Efquatrovirus
VOG24305	Efquatrovirus
VOG24306	Pbunavirus
VOG24307	Rosenblumvirus
VOG24308	Phikzvirus
VOG24309	Phikzvirus
VOG24310	Phikzvirus
VOG24311	Phikzvirus
VOG24312	Phikzvirus
VOG24313	Phikzvirus
VOG24314	Siphoviridae
VOG24315	Vividuovirus
VOG24316	Holosalinivirus
VOG24317	Holosalinivirus
VOG24318	Holosalinivirus
VOG24319	Holosalinivirus
VOG24320	Holosalinivirus
VOG24321	Holosalinivirus
VOG24322	Holosalinivirus
VOG24323	Holosalinivirus
VOG24324	Holosalinivirus
VOG24325	Holosalinivirus
VOG24326	Holosalinivirus
VOG24327	Holosalinivirus
VOG24328	Holosalinivirus
VOG24329	Holosalinivirus
VOG24330	Holosalinivirus
VOG24331	Siphoviridae
VOG24332	Siphoviridae
VOG24333	Siphoviridae
VOG24334	Siphoviridae
VOG24335	Siphoviridae
VOG24336	Siphoviridae
VOG24337	Siphoviridae
VOG24338	Siphoviridae
VOG24339	Siphoviridae
VOG24340	Siphoviridae
VOG24341	Siphoviridae
VOG24342	Siphoviridae
VOG24343	Siphoviridae
VOG24344	Siphoviridae
VOG24345	Siphoviridae
VOG24346	Siphoviridae
VOG24347	Siphoviridae
VOG24348	Siphoviridae
VOG24349	Siphoviridae
VOG24350	Siphoviridae
VOG24351	Siphoviridae
VOG24352	Siphoviridae
VOG24353	Siphoviridae
VOG24354	Siphoviridae
VOG24355	Siphoviridae
VOG24356	Siphoviridae
VOG24357	Siphoviridae
VOG24358	Siphoviridae
VOG24359	Siphoviridae
VOG24360	Siphoviridae
VOG24361	Siphoviridae
VOG24362	Siphoviridae
VOG24363	Siphoviridae
VOG24364	Siphoviridae
VOG24365	Siphoviridae
VOG24366	Siphoviridae
VOG24367	Kairosalinivirus
VOG24368	Kairosalinivirus
VOG24369	Kairosalinivirus
VOG24370	Kairosalinivirus
VOG24371	Kairosalinivirus
VOG24372	Kairosalinivirus
VOG24373	Kairosalinivirus
VOG24374	Kairosalinivirus
VOG24375	Kairosalinivirus
VOG24376	Kairosalinivirus
VOG24377	Kairosalinivirus
VOG24378	Kairosalinivirus
VOG24379	Kairosalinivirus
VOG24380	Kairosalinivirus
VOG24381	Kairosalinivirus
VOG24382	Kairosalinivirus
VOG24383	Kairosalinivirus
VOG24384	Kairosalinivirus
VOG24385	Kairosalinivirus
VOG24386	Kairosalinivirus
VOG24387	Kairosalinivirus
VOG24388	Kairosalinivirus
VOG24389	Kairosalinivirus
VOG24390	Kairosalinivirus
VOG24391	Kairosalinivirus
VOG24392	Kairosalinivirus
VOG24393	Kairosalinivirus
VOG24394	Kairosalinivirus
VOG24395	Kairosalinivirus
VOG24396	Kairosalinivirus
VOG24397	Kairosalinivirus
VOG24398	Siphoviridae
VOG24399	Siphoviridae
VOG24400	Caudovirales
VOG24401	Siphoviridae
VOG24402	Siphoviridae
VOG24403	Siphoviridae
VOG24404	Kagunavirus
VOG24405	Ceetrepovirus
VOG24406	Ceetrepovirus
VOG24407	Ceetrepovirus
VOG24408	Ceetrepovirus
VOG24409	Ceetrepovirus
VOG24410	Ceetrepovirus
VOG24411	Ceetrepovirus
VOG24412	Gustavvirus
VOG24413	Gustavvirus
VOG24414	Gustavvirus
VOG24415	Gustavvirus
VOG24416	Gustavvirus
VOG24417	Gustavvirus
VOG24418	Gustavvirus
VOG24419	Gustavvirus
VOG24420	Gustavvirus
VOG24421	Gustavvirus
VOG24422	Gustavvirus
VOG24423	Gustavvirus
VOG24424	Gustavvirus
VOG24425	Gustavvirus
VOG24426	Gustavvirus
VOG24427	Rosebushvirus
VOG24428	Caudovirales
VOG24429	Ikedavirus
VOG24430	Ikedavirus
VOG24431	Ikedavirus
VOG24432	Ikedavirus
VOG24433	Ikedavirus
VOG24434	Ikedavirus
VOG24435	Ikedavirus
VOG24436	Ikedavirus
VOG24437	Ikedavirus
VOG24438	Ikedavirus
VOG24439	Ikedavirus
VOG24440	Ikedavirus
VOG24441	Ikedavirus
VOG24442	Ikedavirus
VOG24443	Ikedavirus
VOG24444	Ikedavirus
VOG24445	Ikedavirus
VOG24446	Siphoviridae
VOG24447	Rosebushvirus
VOG24448	Rosebushvirus
VOG24449	Rosebushvirus
VOG24450	Rosebushvirus
VOG24451	Siphoviridae
VOG24452	Barnyardvirus
VOG24453	Siphoviridae
VOG24454	Tunavirinae
VOG24455	Myoviridae
VOG24456	Herelleviridae
VOG24457	Herelleviridae
VOG24458	Siphoviridae
VOG24459	Siphoviridae
VOG24460	Siphoviridae
VOG24461	Siphoviridae
VOG24462	Siphoviridae
VOG24463	Ilzatvirus
VOG24464	Ilzatvirus
VOG24465	Ilzatvirus
VOG24466	Ilzatvirus
VOG24467	Ilzatvirus
VOG24468	Vidavervirus
VOG24469	Vidavervirus
VOG24470	Kojivirus
VOG24471	Kojivirus
VOG24472	Skunavirus
VOG24473	Skunavirus
VOG24476	Triavirus
VOG24477	Triavirus
VOG24478	Triavirus
VOG24479	Triavirus
VOG24480	Myoviridae
VOG24481	Myoviridae
VOG24482	Myoviridae
VOG24483	Myoviridae
VOG24484	Fibrovirus
VOG24485	Tevenvirinae
VOG24486	Tevenvirinae
VOG24487	Tevenvirinae
VOG24488	Tevenvirinae
VOG24489	Tevenvirinae
VOG24490	Tevenvirinae
VOG24491	Tevenvirinae
VOG24492	Tevenvirinae
VOG24493	Tevenvirinae
VOG24494	Tevenvirinae
VOG24495	Tevenvirinae
VOG24496	Tevenvirinae
VOG24497	Tevenvirinae
VOG24498	Tevenvirinae
VOG24499	Tevenvirinae
VOG24500	Tevenvirinae
VOG24501	Tevenvirinae
VOG24502	Tevenvirinae
VOG24503	Tevenvirinae
VOG24504	Tevenvirinae
VOG24505	Tevenvirinae
VOG24506	Tevenvirinae
VOG24507	Tevenvirinae
VOG24508	Tevenvirinae
VOG24509	Tevenvirinae
VOG24510	Tevenvirinae
VOG24511	Tevenvirinae
VOG24512	Tevenvirinae
VOG24513	Tevenvirinae
VOG24514	Tevenvirinae
VOG24515	Tevenvirinae
VOG24516	Myoviridae
VOG24517	Myoviridae
VOG24518	Myoviridae
VOG24519	Myoviridae
VOG24520	Myoviridae
VOG24521	Myoviridae
VOG24522	Myoviridae
VOG24523	Myoviridae
VOG24524	Myoviridae
VOG24525	Myoviridae
VOG24526	Myoviridae
VOG24527	Myoviridae
VOG24528	Myoviridae
VOG24529	Xipdecavirus
VOG24530	Xipdecavirus
VOG24531	Xipdecavirus
VOG24532	Xipdecavirus
VOG24533	Tulanevirus
VOG24535	Betatectivirus
VOG24536	Betatectivirus
VOG24537	Betatectivirus
VOG24538	Betatectivirus
VOG24539	Betatectivirus
VOG24540	Myoviridae
VOG24541	Myoviridae
VOG24542	Myoviridae
VOG24543	Caudovirales
VOG24544	Caudovirales
VOG24545	Lessievirus
VOG24546	Vidavervirus
VOG24547	Vidavervirus
VOG24548	Vidavervirus
VOG24549	Alphafusellovirus
VOG24551	Inoviridae
VOG24552	Fuselloviridae
VOG24553	Caudovirales
VOG24554	Stanholtvirus
VOG24555	Stanholtvirus
VOG24556	Stanholtvirus
VOG24557	Stanholtvirus
VOG24558	Siphoviridae
VOG24559	Siphoviridae
VOG24560	Rosebushvirus
VOG24561	Fuselloviridae
VOG24562	Alphafusellovirus
VOG24563	Cetovirus
VOG24564	Cetovirus
VOG24565	Cetovirus
VOG24566	Cetovirus
VOG24567	Cetovirus
VOG24568	Tevenvirinae
VOG24569	Tevenvirinae
VOG24570	Hapunavirus
VOG24571	Myoviridae
VOG24572	Bcepmuvirus
VOG24573	Bcepmuvirus
VOG24574	Bcepmuvirus
VOG24575	Bcepmuvirus
VOG24576	Bcepmuvirus
VOG24577	Bcepmuvirus
VOG24578	Muvirus
VOG24579	Myoviridae
VOG24580	Myoviridae
VOG24581	Myoviridae
VOG24582	Myoviridae
VOG24583	Myoviridae
VOG24584	Myoviridae
VOG24585	Myoviridae
VOG24586	Myoviridae
VOG24587	Myoviridae
VOG24588	Myoviridae
VOG24589	Myoviridae
VOG24590	Myoviridae
VOG24591	Myoviridae
VOG24592	Myoviridae
VOG24593	Myoviridae
VOG24594	Myoviridae
VOG24595	Myoviridae
VOG24596	Myoviridae
VOG24597	Myoviridae
VOG24598	Myoviridae
VOG24599	Myoviridae
VOG24600	Myoviridae
VOG24601	Myoviridae
VOG24602	Myoviridae
VOG24603	Myoviridae
VOG24604	Podoviridae
VOG24605	Podoviridae
VOG24606	Podoviridae
VOG24607	Podoviridae
VOG24608	Podoviridae
VOG24609	Podoviridae
VOG24610	Podoviridae
VOG24611	Podoviridae
VOG24612	Podoviridae
VOG24613	Podoviridae
VOG24614	Podoviridae
VOG24615	Podoviridae
VOG24616	Podoviridae
VOG24617	Podoviridae
VOG24618	Podoviridae
VOG24619	Podoviridae
VOG24620	Podoviridae
VOG24621	Podoviridae
VOG24622	Podoviridae
VOG24623	Podoviridae
VOG24624	Podoviridae
VOG24625	Podoviridae
VOG24626	Podoviridae
VOG24627	Podoviridae
VOG24628	Podoviridae
VOG24629	Podoviridae
VOG24630	Podoviridae
VOG24631	Podoviridae
VOG24632	Podoviridae
VOG24633	Podoviridae
VOG24634	Podoviridae
VOG24635	Podoviridae
VOG24636	Podoviridae
VOG24637	Podoviridae
VOG24638	Podoviridae
VOG24639	Podoviridae
VOG24640	Podoviridae
VOG24641	Podoviridae
VOG24642	Podoviridae
VOG24643	Podoviridae
VOG24644	Podoviridae
VOG24645	Tevenvirinae
VOG24646	Tevenvirinae
VOG24647	Tevenvirinae
VOG24648	Tevenvirinae
VOG24649	Tevenvirinae
VOG24650	Tevenvirinae
VOG24651	Tevenvirinae
VOG24652	Tevenvirinae
VOG24653	Siphoviridae
VOG24654	Siphoviridae
VOG24655	Siphoviridae
VOG24656	Peduovirus
VOG24657	Cequinquevirus
VOG24658	Herelleviridae
VOG24659	Caudovirales
VOG24660	Lipothrixviridae
VOG24661	Lipothrixviridae
VOG24662	Lipothrixviridae
VOG24663	Lipothrixviridae
VOG24664	Lipothrixviridae
VOG24665	Lipothrixviridae
VOG24666	Lipothrixviridae
VOG24667	Lipothrixviridae
VOG24668	Brussowvirus
VOG24669	Brussowvirus
VOG24671	Siphoviridae
VOG24672	Siphoviridae
VOG24673	Siphoviridae
VOG24674	Siphoviridae
VOG24675	Siphoviridae
VOG24676	Siphoviridae
VOG24677	Siphoviridae
VOG24678	Skunavirus
VOG24679	Siphoviridae
VOG24680	Siphoviridae
VOG24681	Phietavirus
VOG24682	Phietavirus
VOG24683	Phietavirus
VOG24684	Triavirus
VOG24685	Phietavirus
VOG24686	Phietavirus
VOG24687	Phietavirus
VOG24688	Phietavirus
VOG24689	Phietavirus
VOG24690	Phietavirus
VOG24691	Phietavirus
VOG24692	Phietavirus
VOG24693	Phietavirus
VOG24694	Phietavirus
VOG24695	Xipdecavirus
VOG24696	Lederbergvirus
VOG24697	Lederbergvirus
VOG24698	Myoviridae
VOG24699	Myoviridae
VOG24700	Myoviridae
VOG24701	Myoviridae
VOG24702	Myoviridae
VOG24703	Myoviridae
VOG24704	Siphoviridae
VOG24705	Siphoviridae
VOG24706	Siphoviridae
VOG24707	Siphoviridae
VOG24708	Siphoviridae
VOG24709	Siphoviridae
VOG24710	Siphoviridae
VOG24711	Siphoviridae
VOG24712	Siphoviridae
VOG24713	Caudovirales
VOG24714	Peduovirus
VOG24715	Peduovirus
VOG24716	Peduovirus
VOG24717	Stanholtvirus
VOG24718	Stanholtvirus
VOG24719	Podoviridae
VOG24720	Podoviridae
VOG24721	Podoviridae
VOG24722	Podoviridae
VOG24723	Wbetavirus
VOG24724	Pbunavirus
VOG24725	Lederbergvirus
VOG24726	Lederbergvirus
VOG24727	Lederbergvirus
VOG24728	Siphoviridae
VOG24729	Siphoviridae
VOG24730	Siphoviridae
VOG24731	Caudovirales
VOG24732	Siphoviridae
VOG24733	Siphoviridae
VOG24734	Caudovirales
VOG24735	Svunavirus
VOG24736	Svunavirus
VOG24737	Svunavirus
VOG24738	Svunavirus
VOG24739	Svunavirus
VOG24740	Svunavirus
VOG24741	Svunavirus
VOG24742	Teseptimavirus
VOG24743	Caudovirales
VOG24744	Liefievirus
VOG24745	Liefievirus
VOG24746	Liefievirus
VOG24747	Siphoviridae
VOG24748	Pbi1virus
VOG24749	Siphoviridae
VOG24750	Autographivirinae
VOG24751	Autographivirinae
VOG24752	Autographivirinae
VOG24753	Autographivirinae
VOG24754	Autographivirinae
VOG24755	Autographivirinae
VOG24756	Autographivirinae
VOG24757	Autographivirinae
VOG24758	Myoviridae
VOG24759	Habenivirus
VOG24760	Habenivirus
VOG24761	Myoviridae
VOG24762	Myoviridae
VOG24763	Myoviridae
VOG24764	Myoviridae
VOG24765	Myoviridae
VOG24766	Myoviridae
VOG24767	Myoviridae
VOG24768	Myoviridae
VOG24769	Myoviridae
VOG24770	Myoviridae
VOG24771	Myoviridae
VOG24772	Myoviridae
VOG24773	Myoviridae
VOG24774	Myoviridae
VOG24775	Myoviridae
VOG24776	Myoviridae
VOG24777	Myoviridae
VOG24778	Myoviridae
VOG24779	Myoviridae
VOG24780	Myoviridae
VOG24781	Myoviridae
VOG24782	Myoviridae
VOG24783	Myoviridae
VOG24784	Myoviridae
VOG24785	Myoviridae
VOG24786	Myoviridae
VOG24787	Myoviridae
VOG24788	Myoviridae
VOG24789	Myoviridae
VOG24790	Myoviridae
VOG24791	Myoviridae
VOG24792	Myoviridae
VOG24793	Myoviridae
VOG24794	Myoviridae
VOG24795	Myoviridae
VOG24796	Myoviridae
VOG24797	Myoviridae
VOG24798	Myoviridae
VOG24799	Myoviridae
VOG24800	Myoviridae
VOG24801	Myoviridae
VOG24802	Myoviridae
VOG24803	Myoviridae
VOG24804	Myoviridae
VOG24805	Myoviridae
VOG24806	Myoviridae
VOG24807	Myoviridae
VOG24808	Myoviridae
VOG24809	Myoviridae
VOG24810	Myoviridae
VOG24811	Myoviridae
VOG24812	Myoviridae
VOG24813	Myoviridae
VOG24814	Myoviridae
VOG24815	Myoviridae
VOG24816	Myoviridae
VOG24817	Myoviridae
VOG24818	Myoviridae
VOG24819	Myoviridae
VOG24820	Myoviridae
VOG24821	Myoviridae
VOG24822	Myoviridae
VOG24823	Myoviridae
VOG24824	Myoviridae
VOG24825	Myoviridae
VOG24826	Myoviridae
VOG24827	Myoviridae
VOG24828	Myoviridae
VOG24829	Myoviridae
VOG24830	Myoviridae
VOG24831	Myoviridae
VOG24832	Myoviridae
VOG24833	Myoviridae
VOG24834	Myoviridae
VOG24835	Myoviridae
VOG24836	Myoviridae
VOG24837	Myoviridae
VOG24838	Myoviridae
VOG24839	Myoviridae
VOG24840	Myoviridae
VOG24841	Myoviridae
VOG24842	Myoviridae
VOG24843	Myoviridae
VOG24844	Myoviridae
VOG24845	Myoviridae
VOG24846	Myoviridae
VOG24847	Myoviridae
VOG24848	Myoviridae
VOG24849	Myoviridae
VOG24850	Myoviridae
VOG24851	Myoviridae
VOG24852	Myoviridae
VOG24853	Myoviridae
VOG24854	Myoviridae
VOG24855	Myoviridae
VOG24856	Myoviridae
VOG24857	Myoviridae
VOG24858	Myoviridae
VOG24859	Myoviridae
VOG24860	Myoviridae
VOG24861	Myoviridae
VOG24862	Myoviridae
VOG24863	Myoviridae
VOG24864	Myoviridae
VOG24865	Myoviridae
VOG24866	Myoviridae
VOG24867	Myoviridae
VOG24868	Myoviridae
VOG24869	Myoviridae
VOG24870	Myoviridae
VOG24871	Myoviridae
VOG24872	Myoviridae
VOG24873	Myoviridae
VOG24874	Myoviridae
VOG24875	Myoviridae
VOG24876	Zindervirus
VOG24877	Zindervirus
VOG24878	Zindervirus
VOG24879	Zindervirus
VOG24880	Zindervirus
VOG24881	Zindervirus
VOG24882	Zindervirus
VOG24883	Siphoviridae
VOG24884	Siphoviridae
VOG24885	Siphoviridae
VOG24886	Siphoviridae
VOG24887	Podoviridae
VOG24888	Podoviridae
VOG24889	Podoviridae
VOG24890	Podoviridae
VOG24891	Podoviridae
VOG24892	Podoviridae
VOG24893	Podoviridae
VOG24894	Podoviridae
VOG24895	Podoviridae
VOG24896	Podoviridae
VOG24897	Podoviridae
VOG24898	Podoviridae
VOG24899	Podoviridae
VOG24900	Podoviridae
VOG24901	Podoviridae
VOG24902	Podoviridae
VOG24903	Podoviridae
VOG24904	Podoviridae
VOG24905	Podoviridae
VOG24906	Podoviridae
VOG24907	Podoviridae
VOG24908	Autographivirinae
VOG24909	Autographivirinae
VOG24910	Siphoviridae
VOG24911	Siphoviridae
VOG24912	Myoviridae
VOG24913	Myoviridae
VOG24914	Myoviridae
VOG24915	Myoviridae
VOG24916	Myoviridae
VOG24917	Myoviridae
VOG24918	Myoviridae
VOG24919	Myoviridae
VOG24920	Myoviridae
VOG24921	Myoviridae
VOG24922	Myoviridae
VOG24923	Myoviridae
VOG24924	Myoviridae
VOG24925	Myoviridae
VOG24926	Autographivirinae
VOG24927	Autographivirinae
VOG24928	Autographivirinae
VOG24929	Autographivirinae
VOG24930	Autographivirinae
VOG24931	Autographivirinae
VOG24932	Biseptimavirus
VOG24933	Myoviridae
VOG24934	Myoviridae
VOG24935	Myoviridae
VOG24936	Caudovirales
VOG24937	Myoviridae
VOG24938	Myoviridae
VOG24939	Podoviridae
VOG24940	Autographivirinae
VOG24941	Myoviridae
VOG24942	Myoviridae
VOG24943	Myoviridae
VOG24944	Myoviridae
VOG24945	Myoviridae
VOG24946	Myoviridae
VOG24947	Myoviridae
VOG24948	Myoviridae
VOG24949	Myoviridae
VOG24953	Tequatrovirus
VOG24954	Alphafusellovirus
VOG24955	Alphafusellovirus
VOG24956	Alphafusellovirus
VOG24957	Alphafusellovirus
VOG24958	Brussowvirus
VOG24959	Oshimavirus
VOG24960	Oshimavirus
VOG24961	Oshimavirus
VOG24962	Oshimavirus
VOG24963	Oshimavirus
VOG24964	Oshimavirus
VOG24965	Oshimavirus
VOG24966	Oshimavirus
VOG24967	Oshimavirus
VOG24968	Oshimavirus
VOG24969	Oshimavirus
VOG24970	Oshimavirus
VOG24971	Oshimavirus
VOG24972	Oshimavirus
VOG24973	Oshimavirus
VOG24974	Oshimavirus
VOG24975	Oshimavirus
VOG24976	Oshimavirus
VOG24977	Oshimavirus
VOG24978	Oshimavirus
VOG24979	Oshimavirus
VOG24980	Oshimavirus
VOG24981	Oshimavirus
VOG24982	Oshimavirus
VOG24983	Oshimavirus
VOG24984	Oshimavirus
VOG24985	Oshimavirus
VOG24986	Oshimavirus
VOG24987	Oshimavirus
VOG24988	Oshimavirus
VOG24989	Oshimavirus
VOG24990	Oshimavirus
VOG24991	Oshimavirus
VOG24992	Oshimavirus
VOG24993	Oshimavirus
VOG24994	Oshimavirus
VOG24995	Oshimavirus
VOG24996	Oshimavirus
VOG24997	Oshimavirus
VOG24998	Oshimavirus
VOG24999	Oshimavirus
VOG25000	Oshimavirus
VOG25001	Oshimavirus
VOG25002	Oshimavirus
VOG25003	Oshimavirus
VOG25004	Oshimavirus
VOG25005	Oshimavirus
VOG25006	Oshimavirus
VOG25007	Oshimavirus
VOG25008	Oshimavirus
VOG25009	Oshimavirus
VOG25010	Oshimavirus
VOG25011	Oshimavirus
VOG25012	Oshimavirus
VOG25013	Oshimavirus
VOG25014	Oshimavirus
VOG25015	Oshimavirus
VOG25016	Oshimavirus
VOG25017	Oshimavirus
VOG25018	Oshimavirus
VOG25019	Oshimavirus
VOG25020	Oshimavirus
VOG25021	Oshimavirus
VOG25022	Oshimavirus
VOG25023	Oshimavirus
VOG25024	Oshimavirus
VOG25025	Oshimavirus
VOG25026	Oshimavirus
VOG25027	Oshimavirus
VOG25028	Oshimavirus
VOG25029	Oshimavirus
VOG25030	Oshimavirus
VOG25031	Oshimavirus
VOG25032	Oshimavirus
VOG25033	Oshimavirus
VOG25034	Oshimavirus
VOG25035	Oshimavirus
VOG25036	Oshimavirus
VOG25037	Oshimavirus
VOG25038	Oshimavirus
VOG25039	Oshimavirus
VOG25040	Oshimavirus
VOG25041	Oshimavirus
VOG25042	Oshimavirus
VOG25043	Oshimavirus
VOG25044	Oshimavirus
VOG25045	Oshimavirus
VOG25046	Baltimorevirus
VOG25047	Baltimorevirus
VOG25048	Baltimorevirus
VOG25049	Baltimorevirus
VOG25050	Baltimorevirus
VOG25051	Baltimorevirus
VOG25052	Baltimorevirus
VOG25053	Baltimorevirus
VOG25054	Baltimorevirus
VOG25055	Baltimorevirus
VOG25056	Baltimorevirus
VOG25057	Baltimorevirus
VOG25058	Caudovirales
VOG25059	Baltimorevirus
VOG25060	Siphoviridae
VOG25061	Betatectivirus
VOG25062	Betatectivirus
VOG25063	Betatectivirus
VOG25064	Teseptimavirus
VOG25065	Phietavirus
VOG25066	Myoviridae
VOG25067	Siphoviridae
